SpeakerID,Gender,Phoneme,F1,F2,F3,F4,B1,B2,B3,B4
cjf0,F,h#,0.7019823789596558,2.1254396438598633,2.433528184890747,3.530050277709961,0.2644587755203247,0.3262733817100525,0.3003007471561432,0.4100964367389679
cjf0,F,q,0.3409418761730194,2.5949344635009766,2.788243532180786,4.028250217437744,0.2821594178676605,0.4717237949371338,0.3105784058570862,0.505834698677063
cjf0,F,iy,0.48707762360572815,2.6051316261291504,3.0934085845947266,4.354060649871826,0.17452043294906616,0.3400246202945709,0.23281817138195038,0.41396474838256836
cjf0,F,v,0.5055360794067383,2.0343258380889893,2.804328680038452,4.130654811859131,0.19047774374485016,0.30729517340660095,0.30174145102500916,0.37023839354515076
cjf0,F,ih,0.524527370929718,2.055382490158081,2.989248275756836,4.480000019073486,0.16446581482887268,0.31233686208724976,0.30185869336128235,0.3621335029602051
cjf0,F,n,0.6015914678573608,2.0465619564056396,3.2514965534210205,4.561420440673828,0.18575745820999146,0.3342354893684387,0.3167036175727844,0.38152363896369934
cjf0,F,eh,0.762154221534729,2.1277403831481934,3.2124955654144287,4.412841796875,0.20784015953540802,0.3036330044269562,0.2850257158279419,0.3841516971588135
cjf0,F,n,0.7145531177520752,1.8371492624282837,3.2186198234558105,5.001729965209961,0.2521049976348877,0.31187644600868225,0.3333182632923126,0.4322812855243683
cjf0,F,q,0.6197659969329834,2.276717185974121,3.109750986099243,4.658425331115723,0.23152515292167664,0.31478920578956604,0.40600213408470154,0.41753843426704407
cjf0,F,ix,0.4637611508369446,2.181576728820801,2.8599002361297607,4.327638626098633,0.1702435165643692,0.3196899890899658,0.29155609011650085,0.4253672957420349
cjf0,F,f,0.3271503746509552,2.2145652770996094,3.117577314376831,4.235578536987305,0.30077990889549255,0.3270359933376312,0.32669034600257874,0.40515992045402527
cjf0,F,sh,0.33820095658302307,2.1397626399993896,3.1435322761535645,4.161614418029785,0.24726682901382446,0.33123692870140076,0.32032498717308044,0.39648085832595825
cjf0,F,ix,0.41672489047050476,2.138209342956543,3.108078718185425,4.611313819885254,0.21037454903125763,0.32694005966186523,0.2837718725204468,0.4169650673866272
cjf0,F,tcl,0.3291707932949066,2.154517650604248,2.808816909790039,4.355404853820801,0.26536232233047485,0.3890022337436676,0.3415515422821045,0.43741846084594727
cjf0,F,t,0.5320714116096497,2.1839957237243652,3.0477519035339355,4.417026519775391,0.29647958278656006,0.322729229927063,0.3185481131076813,0.3940913677215576
cjf0,F,uh,0.5117669701576233,1.8637580871582031,2.7533037662506104,4.1993021965026855,0.18931256234645844,0.32242968678474426,0.2991921603679657,0.38969236612319946
cjf0,F,kcl,0.3136756122112274,1.1442598104476929,2.4466137886047363,4.139255046844482,0.24210180342197418,0.3416752815246582,0.34616535902023315,0.4200560450553894
cjf0,F,k,0.3881860673427582,0.8707259893417358,2.443065881729126,3.936769485473633,0.18786093592643738,0.351983904838562,0.2946910262107849,0.46513625979423523
cjf0,F,w,0.5477604866027832,0.9774343967437744,2.487001657485962,4.00616979598999,0.21601873636245728,0.28163599967956543,0.32147133350372314,0.45659515261650085
cjf0,F,ah,0.8613079786300659,1.4570717811584473,2.376133441925049,4.030307769775391,0.20647339522838593,0.2931413948535919,0.3831477761268616,0.4266417622566223
cjf0,F,n,1.147779941558838,1.7685645818710327,2.5317344665527344,4.6758856773376465,0.19172663986682892,0.32941141724586487,0.325601190328598,0.3984733521938324
cjf0,F,s,1.0109196901321411,2.007748603820801,2.5413053035736084,4.448454856872559,0.31235942244529724,0.33041784167289734,0.248183012008667,0.4671129882335663
cjf0,F,tcl,0.3856414258480072,2.1341640949249268,2.670886278152466,4.2927350997924805,0.2515811622142792,0.33101826906204224,0.364450603723526,0.4709167182445526
cjf0,F,t,0.3744610846042633,1.9879356622695923,2.7641384601593018,4.463717460632324,0.24391090869903564,0.32918426394462585,0.32243090867996216,0.49815088510513306
cjf0,F,ih,0.5251272320747375,1.7461565732955933,3.007030725479126,4.236537933349609,0.16459845006465912,0.27998948097229004,0.29465869069099426,0.4113273322582245
cjf0,F,pcl,0.38102588057518005,1.516363263130188,2.908104419708252,4.02281379699707,0.2161884307861328,0.3036930561065674,0.3405757546424866,0.4477536678314209
cjf0,F,f,0.48759177327156067,1.034423589706421,2.6236143112182617,4.043749809265137,0.2651943862438202,0.323550820350647,0.30534547567367554,0.4437956213951111
cjf0,F,ow,0.6939531564712524,1.0554231405258179,2.566038131713867,3.930234432220459,0.197969451546669,0.3069074749946594,0.29592666029930115,0.4092133343219757
cjf0,F,w,0.6711740493774414,1.2941433191299438,2.8156299591064453,3.8901207447052,0.19962763786315918,0.3028779923915863,0.2751467227935791,0.3800572454929352
cjf0,F,ix,0.5592699646949768,1.8558743000030518,2.694831132888794,4.4427409172058105,0.2173815667629242,0.32135793566703796,0.28666290640830994,0.47000810503959656
cjf0,F,dcl,0.48877182602882385,2.1910247802734375,2.7703490257263184,4.347628593444824,0.23500369489192963,0.34760475158691406,0.3575243353843689,0.46559080481529236
cjf0,F,d,0.45535334944725037,2.371904134750366,3.0415091514587402,4.377401828765869,0.2816378176212311,0.3455246686935425,0.3583035171031952,0.45859295129776
cjf0,F,hh,0.44291403889656067,2.5545027256011963,3.1185038089752197,4.571113586425781,0.26603448390960693,0.3253062069416046,0.3355000913143158,0.4128073453903198
cjf0,F,iy,0.4355020225048065,2.5057835578918457,2.9041926860809326,4.618778705596924,0.1846373826265335,0.28744494915008545,0.28382688760757446,0.3609776198863983
cjf0,F,kcl,0.3544944226741791,2.093440055847168,2.673759698867798,4.488560676574707,0.2976197302341461,0.31662067770957947,0.36232686042785645,0.4200431704521179
cjf0,F,k,0.3952183127403259,1.6760436296463013,2.440824508666992,4.2541184425354,0.3153313994407654,0.2587572932243347,0.3463675081729889,0.36558666825294495
cjf0,F,ix,0.42008137702941895,1.8639684915542603,2.703075885772705,4.5086846351623535,0.19151721894741058,0.2896314859390259,0.3087511658668518,0.3514745235443115
cjf0,F,kcl,0.30051690340042114,1.8329375982284546,2.8381431102752686,4.395651817321777,0.2697219252586365,0.34568604826927185,0.3328072130680084,0.43201202154159546
cjf0,F,k,0.40508800745010376,1.6738495826721191,2.8268544673919678,4.107189178466797,0.2737480401992798,0.3778650462627411,0.3194637894630432,0.4526067078113556
cjf0,F,ae,0.7140214443206787,1.9996402263641357,2.834683656692505,4.251902103424072,0.16207073628902435,0.3127548098564148,0.33186811208724976,0.4447926878929138
cjf0,F,tcl,0.5830216407775879,2.0165767669677734,2.9840357303619385,4.361656188964844,0.3008348047733307,0.34441477060317993,0.3315271735191345,0.44003185629844666
cjf0,F,ch,0.348643034696579,2.0770623683929443,3.0847980976104736,4.006196022033691,0.30766627192497253,0.3222027122974396,0.3393856883049011,0.35865023732185364
cjf0,F,epi,0.35971084237098694,2.0153236389160156,2.9166271686553955,3.8834967613220215,0.22035342454910278,0.35366278886795044,0.3289075195789337,0.43353480100631714
cjf0,F,axr,0.5183929204940796,1.7974237203598022,2.382492780685425,3.7863781452178955,0.16369101405143738,0.2922215461730957,0.3224335312843323,0.40845224261283875
cjf0,F,h#,0.7014531493186951,1.5306466817855835,2.521395206451416,3.8419926166534424,0.2590063810348511,0.28097957372665405,0.34511885046958923,0.45890527963638306
cjf0,F,hh,1.10343599319458,1.6367818117141724,2.782522201538086,4.218934535980225,0.2717342972755432,0.28621023893356323,0.3332163393497467,0.4145324230194092
cjf0,F,aw,0.72389817237854,1.2900714874267578,2.657240867614746,4.082983016967773,0.21472734212875366,0.2869938015937805,0.2856835126876831,0.3994247019290924
cjf0,F,pcl,0.6004568338394165,1.2559021711349487,2.3392319679260254,4.0376434326171875,0.272635281085968,0.33822688460350037,0.32327383756637573,0.4645997881889343
cjf0,F,p,0.6112419366836548,1.5153412818908691,2.30380916595459,3.9676246643066406,0.3079056143760681,0.27657344937324524,0.3272359371185303,0.4197285771369934
cjf0,F,er,0.5897906422615051,1.3723088502883911,2.3887388706207275,3.761091709136963,0.17032520473003387,0.29529115557670593,0.29789939522743225,0.3657163977622986
cjf0,F,m,0.4946274161338806,1.2821564674377441,2.277148485183716,3.661343812942505,0.2367369383573532,0.32114556431770325,0.31203433871269226,0.3746079206466675
cjf0,F,ix,0.49739551544189453,1.4440058469772339,2.6642136573791504,3.0347516536712646,0.16086068749427795,0.3048326373100281,0.3368641436100006,0.43658578395843506
cjf0,F,nx,0.6351149678230286,1.7548348903656006,2.984696388244629,3.098248243331909,0.17944975197315216,0.34878653287887573,0.3214162588119507,0.3723367154598236
cjf0,F,eh,0.7181212902069092,1.8937315940856934,3.1098012924194336,3.224334716796875,0.19587568938732147,0.3369377553462982,0.37152528762817383,0.35214823484420776
cjf0,F,n,0.6154452562332153,1.848326563835144,2.652160406112671,3.6868016719818115,0.2442094385623932,0.3603475093841553,0.32708483934402466,0.5285006761550903
cjf0,F,aa,0.8707781434059143,1.38394033908844,2.8582425117492676,4.509318828582764,0.17542287707328796,0.2917836904525757,0.33435070514678955,0.37778934836387634
